,text,label,prediction
32,"Aging and other risk factors of COVID-19 are associated with metabolic changes affecting the function of the immune system.A common metabolic feature of the conditions related to these risk factors is dysfunction in lipid metabolism (Figure 2).Firstly, some metabolic products of gut microbiota like L-lactate regulate lipid metabolism in enterocytes.The low bacterial richness can lead to a decrease in the levels of HDL and HDL-cholesterol (HDL-C).Secondly, the capacity of various tissues, particularly skeletal muscle, to oxidize fat decreases with age.This decrease may be the reason for increased production and accumulation of VLDL and some TGs.Aging also remodels HDL.Specifically, the antioxidant activity of HDL from the elderly is reduced, and these defective HDLs are rapidly taken up by macrophages.Thirdly, many studies have shown altered lipid metabolism in diabetes patients.For example, in insulin resistance individuals with Type 2 diabetes (T2D), the lipoprotein lipase (LPL) is reduced leading to a decrease in plasma HDL-C and an increase in TGs and accumulation of VLDL.Finally, several studies show that the levels of HDL and HDL-C are significantly lower in individuals characterized as obese.Thus, it appears that a common feature of the risk factors of COVID-19 is low levels of or dysfunctional HDL.The ability of HDL to dampen inflammatory signals in diabetes patients is reduced, and HDL can induce eicosanoid production to modulate the immune response.Immune cells like macrophages show a change in lipid metabolism upon activation, and lipids such as eicosanoids produced by the immune cells play an essential role in regulating the immune response to pathogens.These studies suggest that an imbalance in HDL production or function and lipid metabolism could contribute to the dysfunction of the immune system and the severity of COVID-19 disease.Recent studies support this proposal: (i) dysregulation of eicosanoids, lipids produced by the innate immune cells, and a shift in serum lipids are shown to be linked to SARS-CoV-2 infection, (ii) lipidomic studies of COVID-19 patients have revealed a positive direct correlation between lower HDL and severity and mortality rate of the disease, and (iii) dysregulation of lipid metabolism is correlated with pathological inflammation and severity of the COVID-19 disease.Dysregulation of lipid metabolism links the risk factors of COVID-19 disease to the dysfunction of immune cells like macrophagesDifferent risk factors of COVID-19 such as imbalance in commensal microbiota, metabolic disorders like diabetes and obesity, and aging are characterized by dysregulation of lipid metabolism.",0,0
33,"These studies suggest that an imbalance in HDL production or function and lipid metabolism could contribute to the dysfunction of the immune system and the severity of COVID-19 disease.Recent studies support this proposal: (i) dysregulation of eicosanoids, lipids produced by the innate immune cells, and a shift in serum lipids are shown to be linked to SARS-CoV-2 infection, (ii) lipidomic studies of COVID-19 patients have revealed a positive direct correlation between lower HDL and severity and mortality rate of the disease, and (iii) dysregulation of lipid metabolism is correlated with pathological inflammation and severity of the COVID-19 disease.Dysregulation of lipid metabolism links the risk factors of COVID-19 disease to the dysfunction of immune cells like macrophagesDifferent risk factors of COVID-19 such as imbalance in commensal microbiota, metabolic disorders like diabetes and obesity, and aging are characterized by dysregulation of lipid metabolism.This imbalance in lipid metabolism causes dysfunctional immune cells like macrophages, which contribute to the severity of COVID-19 disease.Therefore, a better understanding of the interplay between metabolism, specifically cellular and systemic lipid metabolism, and SARS-CoV-2 infection is essential to develop new therapeutic approaches and mitigate the social and economic cost of the COVID-19 disease.In this respect, untargeted metabolomics using liquid chromatography-mass spectrometry (LC-MS) is a powerful approach to identify different lipids and measure their changes due to a physiological/pathophysiological condition in various matrices, including cell extracts, plasma, serum, and urine.Recently, Bai and colleagues report on developing an Ultra-High-Performance Liquid Chromatography-High-Resolution Mass Spectrometry (LC-HRMS) approach for untargeted analyses of lipid metabolites in plasma samples.Using their method, they could identify and annotate ~500 lipids in plasma.They used their approach in combination with statistical analysis to compare the difference in the levels of plasma lipids between cured patients with mild (MY group) or severe symptoms (SE group) and healthy controls.They observed that in the SE group vs. healthy controls, 62 and 23 lipids, and in the MY group vs. healthy controls, 51 and 34 lipids were up- and down-regulated, respectively.KEGG pathway analysis suggested differences in lipid metabolism between the SE or MY group compared with the healthy controls.The plasma levels of over 50 different lipids like TGs and diacylglycerols (DGs) increased in the SE and MY groups.In contrast, the levels of some other lipids like cholesteryl esters (ChEs) and lyso-phosphatidylethanolamines (LPEs) decreased.The finding that some TGs increased in the cured patients in both SE and MY groups is consistent with another recent report showing that the blood level of TGs was slightly higher in COVID-19 survivors than non-survivors.Enrichment of HDL with TGs enhances HDL conversion, a process catalyzed by phospholipid transfer protein (PLTP).In HDL conversion, PLTP catalyzes fusion of two HDL3 forming HDL2 and releasing lipid-free ApoA1, a precursor to pre-beta-HDL formation.ApoA1 interacts with ATP-binding cassette A1 (ABCA1), mediating FC and PLs efflux forming pre-beta-HDL.HDL2 and HDL3 are two subfractions of HDL, and PL-rich spherical HDL2 is the ideal lipoprotein for scavenger receptor class B1 (SR-BI)-mediated cholesterol efflux.",0,0
34,"ApoA1 interacts with ATP-binding cassette A1 (ABCA1), mediating FC and PLs efflux forming pre-beta-HDL.HDL2 and HDL3 are two subfractions of HDL, and PL-rich spherical HDL2 is the ideal lipoprotein for scavenger receptor class B1 (SR-BI)-mediated cholesterol efflux.Interestingly the blood level of FC in COVID-19 survivors is significantly higher than that in non-survivors.Collectively, based on the available data, we propose a mechanistic model linking cellular lipid metabolism to systemic lipid homeostasis affecting the outcome of COVID-19 disease (Figure 3).Specifically, in individuals with no or minor liver damage (Figure 3A), there is a continuous efflux of TGs, FC, and PLs.These lipids are consumed for HDL biosynthesis.TG-rich HDL3 enhances the formation of HDL and HDL-mediate FC and PLs efflux, which regulates the response of macrophages.Cholesterol (FC) efflux induces pro-inflammatory and anti-inflammatory responses of macrophages.Damage to the liver could abolish its function in producing TGs, VLDL, and HDL (Figure 3B).As a result, consumption of TGs for regulation of HDL also decreases.Meantime, the efflux of FC and PLs continues, but their consumption for the biosynthesis of HDL reduces.Therefore, FC and PLs accumulate.This imbalance in systemic lipid homeostasis causes an uncontrolled immune response decreasing the survival rate.This model is consistent with reports showing that disruption of cholesterol biosynthesis by COVID-19 causes an imbalanced immune response and 'cytokine storm' leading to pulmonary damage.The cause of damage to the liver can be a viral infection of this organ, which expresses the ACE2 receptor, or independent of viral infection via other factors such as diet.For example, in mice, high sucrose levels can cause hepatic steatosis, which is the accumulation of lipids in the liver.In the long term, the condition can lead to an advanced form of non-alcoholic fatty liver disease.The postulated model linking cellular lipid metabolism to systemic lipid homeostasis and the outcomes of COVID-19 disease(A) When HDL level is sufficient, TGs, FC, and PLs produced by immune cells are consumed.Therefore, their blood levels are balanced leading to a controlled immune response and positive outcome.Enrichment of HDL3 with TGs enhances HDL conversion: fusion of two HDL3 by enzymatic activity of PLTP and formation of HDL2 with concomitant release of ApoA1.HDL2 is taken up by liver, and HDL2 and ApoA1 stimulate cholesterol efflux in macrophages.This response has both pro-inflammatory and anti-inflammatory effects.Thus, HDL regulates macrophage function to induce a controlled immune response increasing the survival rate of COVID-19 patients.",0,0
35,"This response has both pro-inflammatory and anti-inflammatory effects.Thus, HDL regulates macrophage function to induce a controlled immune response increasing the survival rate of COVID-19 patients.(B) When there is not a sufficient level of HDL, which could be caused by severe liver damage or other factors, or when HDL is defective, e.g.due to aging, TGs, FC, and PE are produced by immune cells but are not consumed.This results in an uncontrolled immune response and negative outcome for patients.Both in (A,B) the change in level of TGs is the result of the net difference between efflux/production and consumption.Thus, in both (A,B) the level of TGs could increase.It is possible that the types of TGs involved in (A) are different than those involved in (B).In summary, the study by Bai and colleagues and other recent reports provide evidence in support of the model outlined in Figure 3, which links cellular lipid metabolism and systemic lipid homeostasis to the survival rates of COVID-19 patients.To further elucidates the model's validity, many fundamental questions related to lipid metabolism must be addressed.For example, which specific type of TGs or subfraction of HDL was most significantly modulated in patients who made a full recovery compared with those who did not?How does the lipid composition of HDL change during the process of infection and recovery?Which type of TGs and/or lipids are associated with macrophage function?The untargeted LC-MS approach developed by Bai and colleagues is a valuable tool to help in investigating the role of lipids in immune response and macrophage function before, during, and after treatment of COVID-19 patients.Such studies are likely to provide new insight into the importance of the specific type of lipids and lipid metabolism for a controlled and effective immune response to SARS-CoV-2 infection.We predict that the outcomes of these studies will provide a better understanding of the role of lipid metabolism in viral infection and therefore support the development of new therapeutic approaches to mitigate the ongoing social and economic cost caused by the emerging variants of SARS-CoV-2.Competing InterestsThe authors declare that there are no competing interests associated with the manuscript.FundingThis work was supported by the European Molecular Biology Organization (EMBO) [grant number EMBO ALTF 157-2015 (to K.H.E.)]; the COST (European Cooperation in Science and Technology) Action CA15133 [grant number ECOST-STSM-Request-CA15133-44200 (to K.H.E.)]; and the CRUK Oxford [grant number CRUKDF - 0221 (to K.H.E.",0,0
36,")]; the COST (European Cooperation in Science and Technology) Action CA15133 [grant number ECOST-STSM-Request-CA15133-44200 (to K.H.E.)]; and the CRUK Oxford [grant number CRUKDF - 0221 (to K.H.E.)].Open AccessOpen access for this article was enabled by the participation of University of Oxford in an all-inclusive Read & Publish pilot with Portland Press and the Biochemical Society under a transformative agreement with JISC.AbbreviationsACE2angiotensin-converting enzyme 2ApoA1apolipoprotein A1COVID-19coronavirus disease 2019FCfree cholesterolLC-MSliquid chromatography-mass spectrometryPLphospholipidPLTPphospholipid transfer proteinRBDreceptor-binding domainSARS-CoV-2severe acute respiratory syndrome coronavirus 2TGtriglycerideVLDLvery low-density lipoproteinReferencesSARS-CoV-2 spike glycoprotein-binding proteins expressed by upper respiratory tract bacteria may prevent severe viral infectionHidden in plain sight: Natural products of commensal microbiota as an environmental selection pressure for the rise of new variants of SARS-CoV-2SARS-CoV-2 cell entry depends on ACE2 and TMPRSS2 and is blocked by a clinically proven protease inhibitorHow does SARS-CoV-2 cause COVID-19?The protein expression profile of ACE2 in human tissuesssRNA virus and host lipid rearrangements: is there a role for lipid droplets in SARS-CoV-2 infection?Triacylglycerol synthesis enhances macrophage inflammatory functionddhCTP produced by the radical-SAM activity of RSAD2 (viperin) inhibits the NAD+-dependent activity of enzymes to modulate metabolismInterferon-stimulated gene products as regulators of central carbon metabolismA unifying view of the broad-spectrum antiviral activity of RSAD2 (viperin) based on its radical-SAM chemistryLipoproteins, cholesterol homeostasis and cardiac healthThe interaction of ApoA-I and ABCA1 triggers signal transduction pathways to mediate efflux of cellular lipidsMagnitude, demographics and dynamics of the effect of the first wave of the COVID-19 pandemic on all-cause mortality in 21 industrialized countriesObesity, the most common comorbidity in SARS-CoV-2: is leptin the link?Diabetes, obesity, metabolism,and SARS-CoV-2 infection: the end of the beginningCommensal bacteria at the interface of host metabolism and the immune systemFermentation products of commensal bacteria alter enterocyte lipid metabolismThe gut microbiome contributes to a substantial proportion of the variation in blood lipidsRichness of human gut microbiome correlates with metabolic markersGut microbiome and lipid metabolism: from associations to mechanismsLipid metabolism in the elderlyCOVID-19-associated dyslipidemia: implications for mechanism of impaired resolution and novel therapeutic approachesAging affects high-density lipoprotein composition and functionLipids and lipid management in diabetesNormal-weight obesity is associated with increased cardiometabolic risk in young adultsNew insights into the mechanism of low high-density lipoprotein cholesterol in obesityThe role and function of HDL in patients with diabetes mellitus and the related cardiovascular riskHDL-induced prostacyclin release in smooth muscle cells is dependent on cyclooxygenase-2 (Cox-2)The metabolic signature of macrophage responsesEicosanoid storm in infection and inflammationSevere SARS-CoV-2 infection in humans is defined by a shift in the serum lipidome, resulting in dysregulation of eicosanoid immune mediatorsLipid metabolism changes in patients with severe COVID-19Dysregulation of lipid metabolism and pathological inflammation in patients with COVID-19Lipidomic alteration of plasma in cured COVID-19 patients using ultra high-performance liquid chromatography with high-resolution mass spectrometryThe mechanism of the remodeling of high density lipoproteins by phospholipid transfer proteinHigh density lipoprotein: assembly, structure, cargo, and functionsCholesterol, inflammation and innate immunityCOVID-19-activated SREBP2 disturbs cholesterol biosynthesis and leads to cytokine stormThe inflammatory profile and liver damage of a sucrose-rich diet in micePathogenesis and prevention of hepatic steatosis",0,0
37,"Therapeutic effect of simultaneous intravitreal dexamethasone and aflibercept on diabetic macular edemaAimsTo report the effect of simultaneous intravitreal dexamethasone (DEX) and aflibercept for the treatment of diabetic macular edema (DME).MethodsThis retrospective analysis of an open-label, multicenter, consecutive case series included 102 eyes of 81 patients with DME.Patients were selected into two groups.The control group consisted of 50 eyes treated with aflibercept alone, and the combination group consisted of 52 eyes treated with simultaneous DEX implant and aflibercept injection.The primary endpoints were changes in best-corrected visual acuity (BCVA) and central retinal thickness (CRT) from baseline to month 6.The secondary endpoint was the interval of retreatment.ResultsBaseline BCVA increased and CRT decreased at 6 months in both groups.Pseudophakic eyes in the combination group exhibited significantly greater BCVA improvement compared with phakic eyes (p = 0.031).Fewer intravitreal treatments were required for eyes treated with combination therapy than for those treated with aflibercept alone (1.56 +- 0.54 vs. 4.04 +- 1.26, p < .0001), with a mean retreatment interval of 3.66 +- 0.69 months.ConclusionsSimultaneous intravitreal DEX and aflibercept achieved non-inferior improvement of visual and anatomic outcomes compared with aflibercept alone for DME, but exhibited a significantly longer treatment interval and superior visual outcome in pseudophakic eyes.This therapeutic approach is considered a valid strategy for treating DME in the era of COVID-19.IntroductionThe number of people diagnosed as having diabetes mellitus globally is estimated to grow to 700 million by the year 2045.In this population, diabetic retinopathy is the leading cause of visual loss, mainly as a result of the development of diabetic macular edema (DME).Therefore, managing DME and to reducing its treatment burden is crucial for retina specialists.Numerous studies have demonstrated the benefit of treating DME with intravitreal anti-vascular endothelial growth factor (VEGF) injections for improving visual acuity and reducing retinal thickening.However, one limitation of this therapy is the frequent injections required to maintain efficacy.Since December 2019, the coronavirus disease (COVID-19) pandemic has had a major impact on healthcare systems around the world.Diabetic patients are considered at high risk for COVID-19 complications and should not be exposed to avoidable risks, including the frequent injections procedures.",0,0
38,"Since December 2019, the coronavirus disease (COVID-19) pandemic has had a major impact on healthcare systems around the world.Diabetic patients are considered at high risk for COVID-19 complications and should not be exposed to avoidable risks, including the frequent injections procedures.Furthermore, large clinical trials have indicated that only 33-45% of patients with DME on anti-VEGF agents exhibit three lines or more of visual improvement on the Snellen chart.The partial response to anti-VEGF agents is thought to be a result of the multifactorial etiology of DME.In addition to anti-VEGF agents, intravitreal corticosteroids, such as the dexamethasone (DEX) intravitreal implant 0.7 mg (Ozurdex, Allergan, Irvine, CA, USA), have been demonstrated to be effective in treating DME.Thus, the combination of steroids and anti-VEGF agents may have synergistic effects in the treatment of DME because of their different pathophysiological targets.However, no widely accepted guidelines regarding combination therapy are available, and studies have provided only limited evidence for the use of licensed intravitreal anti-VEGF agent injections in combination with intravitreal steroid implants.In this study, we compared the functional and anatomical outcomes of simultaneous intravitreal DEX and aflibercept versus an aflibercept monotherapy to treat patients with DME.MethodsThis was a multicenter study comprising five study sites.Institutional review board (IRB) approval was obtained through the individual IRBs at the participating institutes.This study was conducted in accordance with the Declaration of Helsinki.Medical records of patients with a diagnosis of DME were reviewed for the period from January 1, 2020 to January 31, 2021.The inclusion criteria were as follow: (1) being aged 18 years or older; (2) having type 1 or 2 diabetes mellitus; (3) having DME causing visual loss, with a best-corrected visual acuity (BCVA) with Snellen equivalent of 20/400 to 20/40; and (4) having macular edema defined both clinically and by a central retinal thickness (CRT) of > 300 mum, measured using spectral-domain optical coherence tomography (OCT).The exclusion criteria were patients with (1) concomitant ocular disease that could cause macular edema and (2) a known history of glaucoma or past corticosteroid response.Patients who received anti-VEGF agents injection (within 3 months), panretinal laser photocoagulation (within 6 months) or focal/grid laser photocoagulation (within 3 months) before study entry were considered non-treatment naive.A total of 81 patients with DME, and 102 eyes were selected into two groups.The control group consisted of 50 eyes treated with aflibercept alone, and the combination group consisted of 52 eyes treated with simultaneous DEX implant and aflibercept injection.",0,0
39,"Patients who received anti-VEGF agents injection (within 3 months), panretinal laser photocoagulation (within 6 months) or focal/grid laser photocoagulation (within 3 months) before study entry were considered non-treatment naive.A total of 81 patients with DME, and 102 eyes were selected into two groups.The control group consisted of 50 eyes treated with aflibercept alone, and the combination group consisted of 52 eyes treated with simultaneous DEX implant and aflibercept injection.In every case, the baseline condition (at month 0) was examined before the first intravitreal treatment was performed.Each patient underwent a complete ophthalmologic examination including: a BCVA measurment, slit-lamp biomicroscopy, noncontact tonometer measurement, dilated fundus evaluation and photography, and spectral-domain OCT at month 0, 1 month after each treatment, and month 6.The intravitreal injection was performed 3.5 or 4.0 mm posterior to the corneal limbus after topical anesthesia was applied, depending on the status of the lens.In the control group, patients received a 2 mg/0.05 mL injection of aflibercept alone, and those in the combination group received a 0.7 mg intravitreal DEX implant followed by a 2 mg/0.05 mL injection of aflibercept in a different ocular quadrant during the same surgical session.Our retreatment criteria were a loss of BCVA of more than two Snellen chart lines and/or an increase in CRT of more than 100 mum.The primary endpoints were changes in BCVA and CRT from baseline to month 6, and the secondary endpoint was the interval of retreatment.The criteria of adjuvant macular laser was in accordance with Early Treatment Diabetic Retinopathy Study guidelines at intervals no shorter than 3 months from the first injection if deemed necessary by the evaluating investigator.Considerable elevation in intraocular pressure (IOP) was defined as an increase in more than 5 mmHg compared with the baseline level.The decision to initiate anti-glaucomatous medication was made along conventional lines according to the degree of IOP elevation and extent of glaucomatous optic neuropathy.The lens status was documented at every clinic visit, and the decision to perform cataract surgery was made through measurements of the level of vision in both the affected and unaffected eye and through consultation with the patient.Statistical analysis was performed with SAS version 9.4 (SAS Institute, Inc., Cary, NC).Differences in baseline characteristics between the two groups were assessed using Chi-Squared test or Fisher's exact test, and continuous variable were assessed using two sample t test.Differences in outcome measures were analyzed using paired t test.A paired t test, two sample t test, Chi-Squared test and Fisher's exact test were used to calculate significance.A p value of less than 0.05 was considered significant.ResultsDemographic characteristics and clinical data of all patientsVariable Control group (n = 50) Combination group (n = 52) P value   No.of eyes % No.",0,0
40,A p value of less than 0.05 was considered significant.ResultsDemographic characteristics and clinical data of all patientsVariable Control group (n = 50) Combination group (n = 52) P value   No.of eyes % No.of eyes %   Age (mean +- SD) 63.4 +- 13.9  65.1 +- 8.7  0.454   Gender (No.of patients) (n = 40)  (n = 41)  0.411   Female 20 (14 patients) 40.0(35.0) 25 (21 patients) 48.1(51.2) (0.141)   Male 30 (26 patients) 60.0(65.0) 27 (20 patients) 51.9(48.8)    HbA1C % (mmol/mol) (mean +- SD) 7.4 +- 1.1%57 +- 12 mmol/mol  7.5 +- 1.8%58 +- 20 mmol/mol  0.633   Initial BCVA (logMAR) (mean +- SD) 0.63 +- 0.33  0.64 +- 0.35  0.820   Baseline CRT (mum) 420.6 +- 88.6  433.8 +- 118.7  0.524   Baseline IOP (mmHg) 16.3 +- 3.1  14.3 +- 3.1  0.001   Treatment Naive     0.331   No 26 52.0 32 61.5    Yes 24 48.0 20 38.5    Lens status     0.018   pseudophakia 16 32.0 29 55.8    phakia 34 68.0 23 44.2    Cataract surgery     0.208   No 32/34 94.1 19/23 82.6    Yes 2/34 5.9 4/23 17.4    Macular laser      < .0001   No 25 50.0 45 86.5    Yes 25 50.0 7 13.5    Anti-glaucomatous medication     0.247   No 46 92.0 44 84.6    Yes 4 8.0 8 15.4    Filtration surgery        No 50 100.0 52 100    Yes 0 0.0 0 0    No.,0,0
41,"of eyes %   Age (mean +- SD) 63.4 +- 13.9  65.1 +- 8.7  0.454   Gender (No.of patients) (n = 40)  (n = 41)  0.411   Female 20 (14 patients) 40.0(35.0) 25 (21 patients) 48.1(51.2) (0.141)   Male 30 (26 patients) 60.0(65.0) 27 (20 patients) 51.9(48.8)    HbA1C % (mmol/mol) (mean +- SD) 7.4 +- 1.1%57 +- 12 mmol/mol  7.5 +- 1.8%58 +- 20 mmol/mol  0.633   Initial BCVA (logMAR) (mean +- SD) 0.63 +- 0.33  0.64 +- 0.35  0.820   Baseline CRT (mum) 420.6 +- 88.6  433.8 +- 118.7  0.524   Baseline IOP (mmHg) 16.3 +- 3.1  14.3 +- 3.1  0.001   Treatment Naive     0.331   No 26 52.0 32 61.5    Yes 24 48.0 20 38.5    Lens status     0.018   pseudophakia 16 32.0 29 55.8    phakia 34 68.0 23 44.2    Cataract surgery     0.208   No 32/34 94.1 19/23 82.6    Yes 2/34 5.9 4/23 17.4    Macular laser      < .0001   No 25 50.0 45 86.5    Yes 25 50.0 7 13.5    Anti-glaucomatous medication     0.247   No 46 92.0 44 84.6    Yes 4 8.0 8 15.4    Filtration surgery        No 50 100.0 52 100    Yes 0 0.0 0 0    No.of intravitral treatments (mean +- SD) 4.04 +- 1.26  1.56 +- 0.54   < .0001   Retreatment interval (months, mean +- SD) 1.68 +- 0.66  3.66 +- 0.69   < .0001   BCVA:Best-corrected visual acuity; CRT:Central retinal thickness; IOP:Intraocular pressureA total of 102 eyes from 81 patients diagnosed as having DME were included in the analysis; their demographic characteristics are presented in Table 1.Age, gender, glycated hemoglobin (HbA1c), BCVA, and CRT at baseline did not differ between the two groups.Patients who received combination therapy had lower initial IOP than those in the control group (16.3 +- 3.1 vs. 14.3 +- 3.1 mmHg, p = 0.001).A higher percentage of pseudophakic eyes was recorded in the combination group compared with the controls (55.8% vs. 32%, p = 0.018).The number of non-treatment naive eyes were 26/50 (52%) in the control group, and 32/52 (61.5%) in the combination group (p = 0.331) (Table 1).Baseline BCVA, OCT and final BCVA, OCT did not differ between treatment naive and non-treatment naive eyes in both groups (data not showed).Fewer intravitreal treatments were required during the study period for the combination group than the control group (1.56 +- 0.54 vs. 4.04 +- 1.26, p < 0.0001), with a mean retreatment interval of 3.66 +- 0.69 months.These eyes also had a significantly lower rate of adjuvant macular laser photocoagulation compared with those in the control group (13.5% vs. 50%, p < 0.001).",0,0
42,"Fewer intravitreal treatments were required during the study period for the combination group than the control group (1.56 +- 0.54 vs. 4.04 +- 1.26, p < 0.0001), with a mean retreatment interval of 3.66 +- 0.69 months.These eyes also had a significantly lower rate of adjuvant macular laser photocoagulation compared with those in the control group (13.5% vs. 50%, p < 0.001).The percentage of patients who required anti-glaucomatous medication and/or cataract surgery for the treated eye did not significantly differ between the two groups during the study period, and none of the eyes required filtration surgery.Clinical outcomes at 6 monthsVariable Control group (n = 50) Combination group (n = 52) Mean change P-value   Baseline 6 months P-value Baseline 6 months P-value    BCVA (logMAR) 0.63 +- 0.33 0.53 +- 0.35 0.016 0.64 +- 0.35 0.55 +- 0.53 0.013 0.942   CRT (mum) 420.6 +- 88.6 311.5 +- 91.1  < 0.001 433.8 +- 118.7 317.7 +- 72.3  < 0.001 0.741   IOP (mmHg) 16.3 +- 3.1 16.3 +- 5.1 0.948 14.3 +- 3.1 14.7 +- 3.6 0.264 0.505   BCVA:Best-corrected visual acuity; CRT:Central retinal thickness; IOP:Intraocular pressureBCVA (logMAR) outcomes at 6 months in terms of lens statusVariable pseudophakia (n = 45) P-value phakia (n = 57) P-value   n Baseline Mean change 95%CI n Baseline Mean change 95%CI   Control group 16 0.71 +- 0.33  - 0.118  - 0.25-0.02 0.086 34 0.58 +- 0.33  - 0.086  - 0.19-0.01 0.087   Combination group 29 0.53 +- 0.26  - 0.135  - 0.26-0.01 0.031* 23 0.78 +- 0.41  - 0.037  - 0.25-0.17 0.714   BCVA:Best-corrected visual acuityP values are for difference between pseudophakic eyes vs phakic eyes in both groups tested by paired t testThe monthly mean best-corrected visual acuity (BCVA) changes in terms of lens status.The combination group showed continuous improvements in BCVA during the first four months.Pseudophakic eyes in the combination group showed significant BCVA improvement from baselineThe monthly mean central retinal thickness (CRT) changes in terms of lens status.",0,0
43,"The combination group showed continuous improvements in BCVA during the first four months.Pseudophakic eyes in the combination group showed significant BCVA improvement from baselineThe monthly mean central retinal thickness (CRT) changes in terms of lens status.In the combination group, the monthly mean CRT changes did not differ between phakic eyes and pseudophakic eyes.Significantly reduced CRT from baseline was noted in the combination group but not in the control group throughout the study periodOverall, BCVA improved in both groups after treatment.At baseline, the mean BCVA was 0.63 +- 0.33 logarithm of the minimum angle of resolution (logMAR) in the control group and 0.64 +- 0.35 logMAR in the combination group.At 6 months, the mean BCVA was 0.53 +- 0.35 logMAR in the control group and 0.55 +- 0.53 logMAR in the combination group (p = 0.942; Table 2).On comparison of the mean BCVA changes in each individual with respect to lens status, pseudophakic eyes in the combination group demonstrated greater improvement than the phakic eyes (p = 0.031; Table 3).Pseudophakic eyes in the combination group showed a significant BCVA improvement from baseline throughout the study period.The monthly mean BCVA changes with respect to lens status is illustrated in Fig.1.Spectral-domain OCT measurements exhibited a significant reduction in CRT at 6 months in both groups.The initial CRT was 420.6 +- 88.6 mum in the control group and 433.8 +- 118.7 mum in the combination group.At 6 months, the CRT was 311.5 +- 91.1 mum in the control group and 317.7 +- 72.3 mum in the combination group (p = 0.741; Table 2).In the combination group, the monthly mean CRT changes did not differ between phakic eyes and pseudophakic eyes (Fig.2).However, significantly reduced CRT from baseline was noted in the combination group but not in the control group throughout the study period.The mean IOP was 16.3 +- 3.1 mmHg at baseline in the control group and 14.3 +- 3.1 mmHg in the combination group (p = 0.001).",0,0
44,"However, significantly reduced CRT from baseline was noted in the combination group but not in the control group throughout the study period.The mean IOP was 16.3 +- 3.1 mmHg at baseline in the control group and 14.3 +- 3.1 mmHg in the combination group (p = 0.001).At 6 months, mean IOP was 16.3 +- 5.1 mmHg in the control group and 14.7 +- 3.6 mmHg in the combination group (p = 0.505), with four cases (8%) in the control group and eight cases (15.4%) in the combination group that were managed with topical anti-glaucomatous medications.DiscussionThe pathogenetic mechanisms of DME are complex and involve multiple factors.VEGF up-regulation and non-VEGF dependent inflammatory pathways contribute to the development of DME.As a result, individual pharmacological treatments, including anti-VEGF agents and steroids, often do not result in a complete resolution of DME.A strong rationale exists for combination therapy, but no widely accepted guidelines regarding the combined use of anti-VEGF agents and steroids have been proposed.To date, investigations regarding combination therapy have focused on eyes with persistent DME that were refractory to prior anti-VEGF injections.Furthermore, the most studies did not use licensed anti-VEGF agents and steroid implants and the majority of combination therapy comprised the combination of bevacizumab and triamcinolone.Therefore, to address the gap between clinical practice and evidence-based references, we investigated the synergistic effects of simultaneous intravitreal DEX and aflibercept as a primary treatment for DME.Our results demonstrated that combination therapy was non-inferior in terms of BCVA improvement and CRT reduction compared with aflibercept monotherapy.When considering only pseudophakic eyes, we observed a greater improvement in BCVA changes in the combination group compared with phakic eyes.Despite Mehta et al.reported that visually marked cataract is unlikely to develop within the first 12 weeks of initiating DEX treatment.Several studies have indicated that patients with preexisting cataracts exhibited no statistically significant functional improvement, but did display a significant anatomical improvement.It is possible that some phakic eyes may have cataract progression caused by the DEX implant.In our study, the eyes treated with combination therapy were more likely to undergo cataract surgery during the study period compared with eyes in the control group (17.4% vs. 5.9%, p = 0.208), although no significant difference was noted.This result indicated that the lens status may affect BCVA, and some patients may require cataract surgery later.The total number of intravitreal treatments in the combination and control groups was 1.56 +- 0.54 and 4.04 +- 1.26, respectively.",0,0
